timestamp,domain,measure
336,core-0,8.67468
336,package-0,13.38794
336,uncore-0,0.65237
336,package-global,13.38794
336,cpu%_package-global,24.86046
336,cpu%_package-0,24.87442
336,freq_package-0,2129259.5
339,psys-1,22.96361
339,core-0,8.8662
339,package-0,13.66889
339,uncore-0,0.68563
339,package-global,13.66889
339,cpu%_package-global,25.57235
339,cpu%_package-0,25.88115
339,freq_package-0,1863513.75
342,psys-1,22.66101
342,core-0,8.61106
342,package-0,13.48237
342,uncore-0,0.75056
342,package-global,13.48237
342,cpu%_package-global,24.62268
342,cpu%_package-0,24.60361
342,freq_package-0,2294950.25
345,psys-1,22.36524
345,core-0,8.27968
345,package-0,13.21558
345,uncore-0,0.81391
345,package-global,13.21558
345,cpu%_package-global,24.12451
345,cpu%_package-0,24.15975
345,freq_package-0,2242178.5
348,psys-1,23.53739
348,core-0,8.71359
348,package-0,13.48651
348,uncore-0,0.64804
348,package-global,13.48651
348,cpu%_package-global,24.60078
348,cpu%_package-0,24.93541
348,freq_package-0,1863946.5
351,psys-1,24.51017
351,core-0,8.32527
351,package-0,13.30772
351,uncore-0,0.83634
351,package-global,13.30772
351,cpu%_package-global,24.60078
351,cpu%_package-0,24.59274
351,freq_package-0,1978039.25
354,psys-1,24.55337
354,core-0,8.43443
354,package-0,13.40817
354,uncore-0,0.83704
354,package-global,13.40817
354,cpu%_package-global,24.89252
354,cpu%_package-0,24.79537
354,freq_package-0,1695930.0
357,psys-1,24.37395
357,core-0,8.40071
357,package-0,13.26257
357,uncore-0,0.74084
357,package-global,13.26257
357,cpu%_package-global,24.68817
357,cpu%_package-0,24.89514
357,freq_package-0,2136972.75
360,psys-1,24.30764
360,core-0,8.362
360,package-0,13.19447
360,uncore-0,0.72107
360,package-global,13.19447
360,cpu%_package-global,24.1782
360,cpu%_package-0,24.04408
360,freq_package-0,1700006.375
363,psys-1,23.58019
363,core-0,8.38419
363,package-0,13.24199
363,uncore-0,0.76139
363,package-global,13.24199
363,cpu%_package-global,24.41558
363,cpu%_package-0,24.4828
363,freq_package-0,1738302.875
366,psys-1,22.6558
366,core-0,8.48383
366,package-0,13.27388
366,uncore-0,0.7094
366,package-global,13.27388
366,cpu%_package-global,24.65577
366,cpu%_package-0,25.29345
366,freq_package-0,2039181.125
369,psys-1,22.54082
369,core-0,8.39296
369,package-0,13.15548
369,uncore-0,0.69419
369,package-global,13.15548
369,cpu%_package-global,24.97858
369,cpu%_package-0,25.32348
369,freq_package-0,2591812.75
372,psys-1,22.33174
372,core-0,8.10376
372,package-0,12.972
372,uncore-0,0.80111
372,package-global,12.972
372,cpu%_package-global,24.86022
372,cpu%_package-0,25.02262
372,freq_package-0,2109716.75
375,psys-1,22.38975
375,core-0,8.33738
375,package-0,13.03738
375,uncore-0,0.64762
375,package-global,13.03738
375,cpu%_package-global,24.17962
375,cpu%_package-0,24.40764
